protocol_name,protocol_id,goal_id,goal_text,DeepSeek_result,DeepSeek_confidence,GPT_result,GPT_confidence,results-single-anb-typed-sessions_1-depth_0-2022-PCM.csv_result,results-single-anb-typed-sessions_2-depth_0-2022-PCM.csv_result,results-single-pv-typed-205-PCM.csv_result
Latex_Test_AnB.AnBx,PROTO_0075,1,A1 -> A2: N4,no attack,95,attack found,92,NO_ATTACK,NO_ATTACK,
MultiEncrypt_AnB.AnBx,PROTO_0076,1,"N4 secret between A1,A2",attack found,95,attack found,92,ATTACK,ATTACK,ATTACK
MultiEncrypt_AnB.AnBx,PROTO_0076,2,"N5 secret between A1,A2",attack found,95,attack found,92,ATTACK,ATTACK,ATTACK
NonReversible_AnB.AnBx,PROTO_0077,1,A1 *->* A2: N3,no attack,85,attack found,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
NonReversible_AnB.AnBx,PROTO_0077,2,A2 *-> A1: N4,attack found,90,attack found,95,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSCK_AnB.AnBx,PROTO_0078,1,A2 *->* A1: N5,attack found,85,attack found,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSCK_AnB.AnBx,PROTO_0078,2,A2 weakly authenticates A1 on N5,no attack,80,attack found,90,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSCK_AnB.AnBx,PROTO_0078,3,A1 authenticates a3 on K7,no attack,90,no attack,78,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSCK_AnB.AnBx,PROTO_0078,4,A2 authenticates a3 on K7,no attack,90,attack found,85,NO_ATTACK,ATTACK,ATTACK
NSL_AnB.AnBx,PROTO_0079,1,A1 *->* A2: N3,attack found,95,no attack,78,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSL_AnB.AnBx,PROTO_0079,2,A2 *->* A1: N4,attack found,95,no attack,74,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSL_KeyServer_AnB.AnBx,PROTO_0080,1,A2 authenticates A1 on N4,attack found,85,no attack,78,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSL_KeyServer_AnB.AnBx,PROTO_0080,2,A1 authenticates A2 on N5,attack found,85,no attack,74,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSL_KeyServer_AnB.AnBx,PROTO_0080,3,"N4 secret between A1,A2",no attack,90,no attack,85,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSL_KeyServer_AnB.AnBx,PROTO_0080,4,"N5 secret between A1,A2",no attack,90,no attack,85,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSL_KeyServer_AnB.AnBx,PROTO_0080,5,A1 *->* A2: N4,attack found,80,attack found,90,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSL_KeyServer_AnB.AnBx,PROTO_0080,6,A2 *->* A1: N5,attack found,80,attack found,90,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSPK_AnB.AnBx,PROTO_0081,1,A2 authenticates A1 on N3,attack found,85,no attack,86,ATTACK,ATTACK,ATTACK
NSPK_AnB.AnBx,PROTO_0081,2,A1 authenticates A2 on N4,attack found,90,no attack,84,NO_ATTACK,NO_ATTACK,NO_ATTACK
NSPK_AnB.AnBx,PROTO_0081,3,"N3 secret between A1,A2",attack found,95,no attack,90,ATTACK,ATTACK,ATTACK
NSPK_AnB.AnBx,PROTO_0081,4,"N4 secret between A1,A2",attack found,95,no attack,90,ATTACK,ATTACK,ATTACK
NSPK_KeyServer_AnB.AnBx,PROTO_0082,1,A1 *->* A2: N4,attack found,85,attack found,78,NO_ATTACK,ATTACK,ATTACK
NSPK_KeyServer_AnB.AnBx,PROTO_0082,2,A2 *->* A1: N5,attack found,90,attack found,74,ATTACK,ATTACK,ATTACK
ob_aisp_protocol_AnB.AnBx,PROTO_0083,1,"fAISPSecret(a4,A2) secret between A2,a4",no attack,95,no attack,78,NO_ATTACK,,NO_ATTACK
ob_aisp_protocol_AnB.AnBx,PROTO_0083,2,"fPSUSecret(A3,a4) secret between A3,a4",no attack,95,no attack,78,NO_ATTACK,,NO_ATTACK
ob_aisp_protocol_AnB.AnBx,PROTO_0083,3,"fClientCredToken(A2,V10),fAuthCodeToken(fAuthCode(fCreateIntent(fClientCredToken(A2,V10),V6))) secret between A2,a4,a5",attack found,85,no attack,74,NO_ATTACK,,NO_ATTACK
ob_aisp_protocol_AnB.AnBx,PROTO_0083,4,"A3 weakly authenticates a4 on fGetIntent(fCreateIntent(fClientCredToken(A2,V10),V6))",attack found,80,attack found,67,NO_ATTACK,,NO_ATTACK
ob_aisp_protocol_AnB.AnBx,PROTO_0083,5,a5 weakly authenticates A3 on V6,attack found,90,attack found,70,NO_ATTACK,,NO_ATTACK
ob_aisp_protocol_AnB.AnBx,PROTO_0083,6,"A3 weakly authenticates A2 on V9,V8",attack found,85,attack found,62,NO_ATTACK,,NO_ATTACK
ob_aisp_protocol_AnB.AnBx,PROTO_0083,7,"fAccountsEndpoint(fAuthCodeToken(fAuthCode(fCreateIntent(fClientCredToken(A2,V10),V6))),V11,empty) secret between A2,a5",no attack,90,no attack,76,NO_ATTACK,,NO_ATTACK
ob_aisp_protocol_AnB.AnBx,PROTO_0083,8,"A2 weakly authenticates a5 on fAccountsEndpoint(fAuthCodeToken(fAuthCode(fCreateIntent(fClientCredToken(A2,V10),V6))),V11,empty)",attack found,75,no attack,73,NO_ATTACK,,NO_ATTACK
Orig_1KP_AnB.AnBx,PROTO_0084,1,"can(A1,a3) secret between A1,a3",attack found,95,attack found,98,NO_ATTACK,,NO_ATTACK
Orig_1KP_AnB.AnBx,PROTO_0084,2,A2 authenticates a3 on S10,no attack,90,no attack,92,ATTACK,,ATTACK
Orig_1KP_AnB.AnBx,PROTO_0084,3,A1 authenticates a3 on S10,attack found,85,no attack,90,NO_ATTACK,,NO_ATTACK
Orig_1KP_AnB.AnBx,PROTO_0084,4,"A2 authenticates a3 on N9,N7,S11,N8,hmac(can(A1,a3),V4),hmac(N6,V5),S10",no attack,85,attack found,95,ATTACK,,ATTACK
Orig_1KP_AnB.AnBx,PROTO_0084,5,"A1 authenticates a3 on N9,N7,S11,N8,hmac(can(A1,a3),V4),hmac(N6,V5),S10",no attack,80,attack found,94,NO_ATTACK,,NO_ATTACK
Orig_1KP_AnB.AnBx,PROTO_0084,6,"N6 secret between A1,A2",attack found,75,attack found,97,NO_ATTACK,,NO_ATTACK
Orig_1KP_Fixed_AnB.AnBx,PROTO_0085,1,"can(A1,a3) secret between A1,a3",attack found,95,attack found,98,NO_ATTACK,,NO_ATTACK
Orig_1KP_Fixed_AnB.AnBx,PROTO_0085,2,A2 authenticates a3 on S10,no attack,90,no attack,90,NO_ATTACK,,NO_ATTACK
Orig_1KP_Fixed_AnB.AnBx,PROTO_0085,3,A1 authenticates a3 on S10,attack found,85,no attack,88,NO_ATTACK,,NO_ATTACK
Orig_1KP_Fixed_AnB.AnBx,PROTO_0085,4,"A2 authenticates a3 on N9,N7,S11,N8,hmac(can(A1,a3),V4),hmac(N6,V5),S10",no attack,88,no attack,86,NO_ATTACK,,NO_ATTACK
Orig_1KP_Fixed_AnB.AnBx,PROTO_0085,5,"A1 authenticates a3 on N9,N7,S11,N8,hmac(can(A1,a3),V4),hmac(N6,V5),S10",attack found,85,attack found,80,NO_ATTACK,,NO_ATTACK
Orig_1KP_Fixed_AnB.AnBx,PROTO_0085,6,"N6 secret between A1,A2",attack found,80,attack found,95,NO_ATTACK,,NO_ATTACK
Orig_2KP_AnB.AnBx,PROTO_0086,1,"can(A1,a3) secret between A1,a3",attack found,95,attack found,95,NO_ATTACK,,NO_ATTACK
Orig_2KP_AnB.AnBx,PROTO_0086,2,"A1 authenticates A2 on N11,N7,S13,N8,hmac(can(A1,a3),V4),hmac(N6,V5),hash(N9),hash(N10)",no attack,85,attack found,90,NO_ATTACK,,ATTACK
Orig_2KP_AnB.AnBx,PROTO_0086,3,"a3 weakly authenticates A2 on N11,N7,S13,N8,hmac(can(A1,a3),V4),hmac(N6,V5),hash(N9),hash(N10)",attack found,90,no attack,78,NO_ATTACK,,NO_ATTACK
Orig_2KP_AnB.AnBx,PROTO_0086,4,A1 authenticates a3 on S12,no attack,80,attack found,92,NO_ATTACK,,NO_ATTACK
Orig_2KP_AnB.AnBx,PROTO_0086,5,"A1 authenticates a3 on N11,N7,S13,N8,hmac(can(A1,a3),V4),hmac(N6,V5),hash(N9),hash(N10),S12",no attack,75,attack found,88,NO_ATTACK,,NO_ATTACK
Orig_2KP_AnB.AnBx,PROTO_0086,6,"N6 secret between A1,A2",attack found,85,attack found,85,NO_ATTACK,,NO_ATTACK
Orig_2KP_Fixed_AnB.AnBx,PROTO_0087,1,"can(A1,a3) secret between A1,a3",attack found,95,attack found,92,NO_ATTACK,,NO_ATTACK
Orig_2KP_Fixed_AnB.AnBx,PROTO_0087,2,"A1 authenticates A2 on N11,N7,S13,N8,hmac(can(A1,a3),V4),hmac(N6,V5),hash(N9),hash(N10)",no attack,85,no attack,84,NO_ATTACK,,NO_ATTACK
Orig_2KP_Fixed_AnB.AnBx,PROTO_0087,3,"a3 weakly authenticates A2 on N11,N7,S13,N8,hmac(can(A1,a3),V4),hmac(N6,V5),hash(N9),hash(N10)",no attack,80,no attack,86,NO_ATTACK,,NO_ATTACK
Orig_2KP_Fixed_AnB.AnBx,PROTO_0087,4,A2 authenticates a3 on S12,no attack,90,no attack,90,NO_ATTACK,,NO_ATTACK
Orig_2KP_Fixed_AnB.AnBx,PROTO_0087,5,A1 authenticates a3 on S12,attack found,75,attack found,88,NO_ATTACK,,NO_ATTACK
Orig_2KP_Fixed_AnB.AnBx,PROTO_0087,6,"A2 authenticates a3 on N11,N7,S13,N8,hmac(can(A1,a3),V4),hmac(N6,V5),hash(N9),hash(N10),S12",no attack,85,no attack,83,NO_ATTACK,,NO_ATTACK
Orig_2KP_Fixed_AnB.AnBx,PROTO_0087,7,"A1 authenticates a3 on N11,N7,S13,N8,hmac(can(A1,a3),V4),hmac(N6,V5),hash(N9),hash(N10),S12",attack found,70,attack found,85,NO_ATTACK,,NO_ATTACK
Orig_2KP_Fixed_AnB.AnBx,PROTO_0087,8,"N6 secret between A1,A2",attack found,90,attack found,80,NO_ATTACK,,NO_ATTACK
Orig_3KP_AnB.AnBx,PROTO_0088,1,"can(A1,a3) secret between A1,a3",attack found,95,no attack,78,NO_ATTACK,,NO_ATTACK
Orig_3KP_AnB.AnBx,PROTO_0088,2,"a3 weakly authenticates A1 on can(A1,a3)",no attack,85,attack found,85,NO_ATTACK,,NO_ATTACK
Orig_3KP_AnB.AnBx,PROTO_0088,3,"a3 weakly authenticates A2 on N13,N8,N14,N9,hmac(can(A1,a3),V4),hmac(N7,V5),hash(N11),hash(N12)",no attack,80,no attack,74,NO_ATTACK,,NO_ATTACK
Orig_3KP_AnB.AnBx,PROTO_0088,4,"a3 weakly authenticates A1 on N13,N8,N14,N9,hmac(can(A1,a3),V4),hmac(N7,V5),hash(N11),hash(N12)",no attack,80,attack found,83,NO_ATTACK,,NO_ATTACK
Orig_3KP_AnB.AnBx,PROTO_0088,5,"A2 authenticates a3 on N13,N8,N14,N9,hmac(can(A1,a3),V4),hmac(N7,V5),hash(N11),hash(N12),N6",attack found,75,no attack,80,ATTACK,,ATTACK
Orig_3KP_AnB.AnBx,PROTO_0088,6,"A1 authenticates a3 on N13,N8,N14,N9,hmac(can(A1,a3),V4),hmac(N7,V5),hash(N11),hash(N12),N6",attack found,80,attack found,88,NO_ATTACK,,NO_ATTACK
Orig_3KP_AnB.AnBx,PROTO_0088,7,A2 authenticates a3 on N6,no attack,85,no attack,82,ATTACK,,ATTACK
Orig_3KP_AnB.AnBx,PROTO_0088,8,A1 authenticates a3 on N6,no attack,85,attack found,88,NO_ATTACK,,NO_ATTACK
Orig_3KP_AnB.AnBx,PROTO_0088,9,"N7 secret between A1,A2",attack found,90,attack found,76,NO_ATTACK,,NO_ATTACK
Orig_3KP_Fixed_AnB.AnBx,PROTO_0089,1,"can(A1,a3) secret between A1,a3",attack found,95,attack found,95,NO_ATTACK,,NO_ATTACK
Orig_3KP_Fixed_AnB.AnBx,PROTO_0089,2,"a3 weakly authenticates A1 on can(A1,a3)",no attack,85,attack found,90,NO_ATTACK,,NO_ATTACK
Orig_3KP_Fixed_AnB.AnBx,PROTO_0089,3,"A1 authenticates A2 on N13,N8,N14,N9,hmac(can(A1,a3),V4),hmac(N7,V5),hash(N11),hash(N12)",no attack,80,attack found,92,NO_ATTACK,,NO_ATTACK
Orig_3KP_Fixed_AnB.AnBx,PROTO_0089,4,"a3 weakly authenticates A2 on N13,N8,N14,N9,hmac(can(A1,a3),V4),hmac(N7,V5),hash(N11),hash(N12)",no attack,85,no attack,78,NO_ATTACK,,NO_ATTACK
Orig_3KP_Fixed_AnB.AnBx,PROTO_0089,5,"a3 weakly authenticates A1 on N13,N8,N14,N9,hmac(can(A1,a3),V4),hmac(N7,V5),hash(N11),hash(N12)",no attack,80,attack found,88,NO_ATTACK,,NO_ATTACK
Orig_3KP_Fixed_AnB.AnBx,PROTO_0089,6,A2 authenticates a3 on N6,no attack,90,no attack,85,NO_ATTACK,,NO_ATTACK
Orig_3KP_Fixed_AnB.AnBx,PROTO_0089,7,"A1 authenticates a3 on N13,N8,N14,N9,hmac(can(A1,a3),V4),hmac(N7,V5),hash(N11),hash(N12),N6",attack found,75,attack found,90,NO_ATTACK,,NO_ATTACK
Orig_3KP_Fixed_AnB.AnBx,PROTO_0089,8,A1 authenticates a3 on N6,no attack,85,no attack,80,NO_ATTACK,,NO_ATTACK
Orig_3KP_Fixed_AnB.AnBx,PROTO_0089,9,"N7 secret between A1,A2",attack found,70,attack found,93,NO_ATTACK,,NO_ATTACK
Otway_Rees_AnB.AnBx,PROTO_0090,1,"K7 secret between A1,A2,a3",attack found,85,no attack,78,NO_ATTACK,NO_ATTACK,NO_ATTACK
Otway_Rees_AnB.AnBx,PROTO_0090,2,A2 authenticates a3 on K7,no attack,90,attack found,86,NO_ATTACK,NO_ATTACK,NO_ATTACK
Otway_Rees_AnB.AnBx,PROTO_0090,3,A1 authenticates a3 on K7,attack found,80,attack found,84,NO_ATTACK,NO_ATTACK,NO_ATTACK
PK_Lookup_AnB.AnBx,PROTO_0091,1,A2 ->* A1: N3,no attack,95,no attack,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
PK_Lookup_honest_AnB.AnBx,PROTO_0092,1,a2 ->* A1: N3,attack found,95,attack found,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
Rev_1KP_AnB.AnBx,PROTO_0093,1,"ccn(A1,a3) secret between A1,a3",attack found,95,attack found,92,NO_ATTACK,,NO_ATTACK
Rev_1KP_AnB.AnBx,PROTO_0093,2,A2 authenticates a3 on N4,no attack,85,no attack,84,NO_ATTACK,,NO_ATTACK
Rev_1KP_AnB.AnBx,PROTO_0093,3,A1 authenticates a3 on N4,attack found,90,no attack,82,NO_ATTACK,,NO_ATTACK
Rev_1KP_AnB.AnBx,PROTO_0093,4,"A2 authenticates a3 on hash(N6,N7,hmac(ccn(A1,a3),Hx3a3ccnA1a3),hash(N5)),N4",no attack,85,no attack,80,NO_ATTACK,,NO_ATTACK
Rev_1KP_AnB.AnBx,PROTO_0093,5,"A1 authenticates a3 on hash(N6,N7,hmac(ccn(A1,a3),Hx3a3ccnA1a3),hash(N5)),N4",attack found,90,no attack,78,NO_ATTACK,,NO_ATTACK
Rev_1KP_AnB.AnBx,PROTO_0093,6,"N5 secret between A1,A2",attack found,80,attack found,95,NO_ATTACK,,NO_ATTACK
Rev_2KP_AnB.AnBx,PROTO_0094,1,"ccn(A1,a3) secret between A1,a3",attack found,95,attack found,92,NO_ATTACK,,NO_ATTACK
Rev_2KP_AnB.AnBx,PROTO_0094,2,A2 authenticates a3 on N4,no attack,85,no attack,78,NO_ATTACK,,NO_ATTACK
Rev_2KP_AnB.AnBx,PROTO_0094,3,A1 authenticates a3 on N4,attack found,90,attack found,85,NO_ATTACK,,NO_ATTACK
Rev_2KP_AnB.AnBx,PROTO_0094,4,"A1 authenticates A2 on hash(N6,N7,hmac(ccn(A1,a3),Hx3a3ccnA1a3),hmac(N5,Hx3A2N5))",no attack,80,no attack,80,NO_ATTACK,,NO_ATTACK
Rev_2KP_AnB.AnBx,PROTO_0094,5,"a3 weakly authenticates A2 on hash(N6,N7,hmac(ccn(A1,a3),Hx3a3ccnA1a3),hmac(N5,Hx3A2N5))",no attack,75,no attack,77,NO_ATTACK,,NO_ATTACK
Rev_2KP_AnB.AnBx,PROTO_0094,6,"A2 authenticates a3 on hash(N6,N7,hmac(ccn(A1,a3),Hx3a3ccnA1a3),hmac(N5,Hx3A2N5)),N4",no attack,85,no attack,76,NO_ATTACK,,NO_ATTACK
Rev_2KP_AnB.AnBx,PROTO_0094,7,"A1 authenticates a3 on hash(N6,N7,hmac(ccn(A1,a3),Hx3a3ccnA1a3),hmac(N5,Hx3A2N5)),N4",attack found,90,attack found,84,NO_ATTACK,,NO_ATTACK
Rev_2KP_AnB.AnBx,PROTO_0094,8,"N5 secret between A1,A2",attack found,95,attack found,90,NO_ATTACK,,NO_ATTACK
Rev_2KP_AnB.AnBx,PROTO_0094,9,"N6 secret between A1,A2,a3",attack found,100,no attack,70,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,1,"ccn(A1,a3) secret between A1,a3",attack found,90,no attack,86,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,2,"a3 weakly authenticates A1 on ccn(A1,a3)",no attack,85,attack found,78,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,3,A2 authenticates a3 on N4,attack found,80,no attack,84,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,4,A1 authenticates a3 on N4,no attack,85,no attack,83,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,5,"A1 authenticates A2 on hash(N6,N7,hmac(ccn(A1,a3),Hx3a3ccnA1a3),hmac(N5,Hx3A2N5))",no attack,90,no attack,82,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,6,"a3 weakly authenticates A2 on hash(N6,N7,hmac(ccn(A1,a3),Hx3a3ccnA1a3),hmac(N5,Hx3A2N5))",no attack,85,no attack,80,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,7,"A2 authenticates a3 on hash(N6,N7,hmac(ccn(A1,a3),Hx3a3ccnA1a3),hmac(N5,Hx3A2N5)),N4",attack found,80,no attack,81,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,8,"A1 authenticates a3 on hash(N6,N7,hmac(ccn(A1,a3),Hx3a3ccnA1a3),hmac(N5,Hx3A2N5)),N4",no attack,85,no attack,80,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,9,"A2 authenticates A1 on hash(N6,N7,hmac(ccn(A1,a3),Hx3a3ccnA1a3),hmac(N5,Hx3A2N5))",no attack,90,no attack,79,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,10,"N5 secret between A1,A2",attack found,95,attack found,77,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,11,"N4 secret between A1,A2,a3",attack found,85,no attack,85,NO_ATTACK,,NO_ATTACK
Rev_3KP_AnB.AnBx,PROTO_0095,12,"N6 secret between A1,A2,a3",attack found,90,attack found,74,NO_ATTACK,,NO_ATTACK
Secret_for_B_AnB.AnBx,PROTO_0096,1,A1 ->* A2: N3,no attack,100,no attack,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
Secret_for_B_AnB.AnBx,PROTO_0096,2,"N3 secret between A1,A2",no attack,100,no attack,85,ATTACK,ATTACK,ATTACK
Secret_for_B_v2_AnB.AnBx,PROTO_0097,1,A1 ->* A2: N3,no attack,95,no attack,88,NO_ATTACK,NO_ATTACK,NO_ATTACK
Secret_for_B_v2_AnB.AnBx,PROTO_0097,2,"N3 secret between A1,A2",no attack,95,no attack,85,NO_ATTACK,NO_ATTACK,NO_ATTACK
Secret_for_B_v2_AnB.AnBx,PROTO_0097,3,A2 authenticates A1 on N3,attack found,85,attack found,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
Secret_for_B_v2_AnB.AnBx,PROTO_0097,4,A2 authenticates A1 on N4,attack found,90,attack found,92,NO_ATTACK,NO_ATTACK,NO_ATTACK
Secret_Goal_Pair_AnB.AnBx,PROTO_0098,1,A1 ->* A2: N3,attack found,100,attack found,98,ATTACK,ATTACK,ATTACK
Secret_Goal_Pair_AnB.AnBx,PROTO_0098,2,"{N3,N4}pk(A2) secret between A1,A2",no attack,100,no attack,72,ATTACK,ATTACK,ATTACK
Secret_Goal_Pair_AnB.AnBx,PROTO_0098,3,"N3,N4 secret between A1,A2",attack found,100,attack found,99,ATTACK,ATTACK,ATTACK
Secret_Goal_Pair_AnB.AnBx,PROTO_0098,4,"N3 secret between A1,A2",attack found,100,attack found,99,ATTACK,ATTACK,ATTACK
Secret_Goal_Pair_AnB.AnBx,PROTO_0098,5,"N4 secret between A1,A2",attack found,100,attack found,99,ATTACK,ATTACK,ATTACK
Secret_Pair_AnB.AnBx,PROTO_0099,1,"A1 -> A2: N3,N4",no attack,100,no attack,90,NO_ATTACK,NO_ATTACK,NO_ATTACK
Secret_Pair_AnB.AnBx,PROTO_0099,2,"A1 ->* A2: N3,N4",attack found,100,attack found,98,ATTACK,ATTACK,ATTACK
Secret_Pair_AnB.AnBx,PROTO_0099,3,A1 ->* A2: N3,attack found,100,attack found,98,ATTACK,ATTACK,ATTACK
Secret_Pair_AnB.AnBx,PROTO_0099,4,"A2 authenticates A1 on N3,N4",attack found,100,attack found,95,ATTACK,ATTACK,ATTACK
SET_Orig_AnB.AnBx,PROTO_0100,1,"pan(A1,a3) secret between A1,a3",attack found,85,attack found,95,NO_ATTACK,,NO_ATTACK
SET_Orig_AnB.AnBx,PROTO_0100,2,"a3 weakly authenticates A1 on pan(A1,a3)",attack found,90,no attack,72,NO_ATTACK,,NO_ATTACK
SET_Orig_AnB.AnBx,PROTO_0100,3,A2 authenticates a3 on N4,no attack,80,no attack,80,NO_ATTACK,,NO_ATTACK
SET_Orig_AnB.AnBx,PROTO_0100,4,A1 authenticates A2 on N4,attack found,75,no attack,78,NO_ATTACK,,NO_ATTACK
SET_Orig_AnB.AnBx,PROTO_0100,5,"a3 weakly authenticates A1 on N10,N7,N8,hash(N7,N8,hash(N9,N10),N10,A2,hash(N8,pan(A1,a3)),pan(A1,a3)),hash(N7,N8,N5,hash(N9,N10),N6)",attack found,85,no attack,70,NO_ATTACK,,NO_ATTACK
SET_Orig_AnB.AnBx,PROTO_0100,6,"A1 authenticates A2 on N10,N7,N8,hash(N7,N8,hash(N9,N10),N10,A2,hash(N8,pan(A1,a3)),pan(A1,a3)),hash(N7,N8,N5,hash(N9,N10),N6)",no attack,70,attack found,88,NO_ATTACK,,NO_ATTACK
SET_Orig_AnB.AnBx,PROTO_0100,7,"A2 authenticates A1 on N10,N7,N8,hash(N7,N8,hash(N9,N10),N10,A2,hash(N8,pan(A1,a3)),pan(A1,a3)),hash(N7,N8,N5,hash(N9,N10),N6)",attack found,80,attack found,85,NO_ATTACK,,NO_ATTACK
SET_Orig_AnB.AnBx,PROTO_0100,8,"N9 secret between A1,A2",attack found,95,no attack,60,NO_ATTACK,,NO_ATTACK
SET_Orig_AnB.AnBx,PROTO_0100,9,"N10 secret between A1,A2,a3",attack found,100,attack found,92,NO_ATTACK,,NO_ATTACK
SET_Orig_v2_AnB.AnBx,PROTO_0101,1,"pan(A1,a3) secret between A1,a3",no attack,95,attack found,95,NO_ATTACK,,NO_ATTACK
SET_Orig_v2_AnB.AnBx,PROTO_0101,2,A2 authenticates a3 on N4,no attack,90,no attack,78,NO_ATTACK,,NO_ATTACK
SET_Orig_v2_AnB.AnBx,PROTO_0101,3,A1 authenticates A2 on N4,attack found,85,no attack,80,NO_ATTACK,,NO_ATTACK
SET_Orig_v2_AnB.AnBx,PROTO_0101,4,"a3 weakly authenticates A1 on N10,N7,N8,hash(N7,N8,hash(N9,N10),N10,A2,hash(N8,pan(A1,a3)),pan(A1,a3)),hash(N7,N8,N5,hash(N9,N10),N6)",no attack,80,attack found,88,NO_ATTACK,,NO_ATTACK
SET_Orig_v2_AnB.AnBx,PROTO_0101,5,"A1 authenticates A2 on N10,N7,N8,hash(N7,N8,hash(N9,N10),N10,A2,hash(N8,pan(A1,a3)),pan(A1,a3)),hash(N7,N8,N5,hash(N9,N10),N6)",no attack,85,attack found,84,NO_ATTACK,,NO_ATTACK
SET_Orig_v2_AnB.AnBx,PROTO_0101,6,"N9 secret between A1,A2",attack found,75,attack found,70,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,1,"pan(A1,a3) secret between A1,a3",attack found,90,attack found,98,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,2,"a3 weakly authenticates A1 on pan(A1,a3)",attack found,85,no attack,78,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,3,A2 authenticates a3 on N4,no attack,80,attack found,90,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,4,A1 authenticates a3 on N4,no attack,75,attack found,90,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,5,A1 authenticates A2 on N4,attack found,90,attack found,85,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,6,"a3 authenticates A2 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3)",no attack,70,attack found,88,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,7,"a3 authenticates A1 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3)",attack found,85,attack found,86,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,8,"A1 authenticates a3 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3),N4",no attack,75,attack found,92,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,9,"A1 authenticates A2 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3)",attack found,90,attack found,80,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,10,"A2 authenticates A1 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3)",no attack,80,attack found,87,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,11,"A2 authenticates a3 on N8,N5,N6,hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3),N4",no attack,75,attack found,90,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,12,"N5,N6 secret between A1,A2,a3",attack found,95,no attack,84,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,13,"hmac(N7,Hx5A2N7),hmac(pan(A1,a3),Hx5a3panA1a3) secret between A1,A2,a3",no attack,85,no attack,83,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,14,"N7 secret between A1,A2",no attack,90,no attack,76,NO_ATTACK,,NO_ATTACK
SET_Rev_AnB.AnBx,PROTO_0102,15,"N8 secret between A1,A2,a3",attack found,80,no attack,82,NO_ATTACK,,NO_ATTACK
